a,b,a_desc,b_desc,combined,visual,silhouette,color,text
U3-02,U5-02,苔をまとった子犬,花と苔をまとった巻角のヒツジ,0.59513,0.81037,0.79683,0.82294,0.24395
G4-17,G5-22,ルーレット魔王,多色の門を操る次元王,0.5947,0.78958,0.80601,0.77448,0.27674
G4-07,G5-01,磁器の女王,笑顔で手を差し伸べる白ひげ王,0.59466,0.78958,0.83935,0.74363,0.27663
U4-01,U6-23,王冠とローブをまとったスライム王,緑の毒スライム,0.59436,0.72275,0.89592,0.56291,0.38487
G4-02,G5-25,時計仕掛けの宮殿巨人,宙に浮く虚無宮殿,0.59419,0.75249,0.69582,0.80481,0.33591
U4-30,U6-02,雲に乗る金色の天竜,緑の翼竜,0.59403,0.74398,0.81706,0.67649,0.34939
G4-26,G5-12,多数の王冠をまとう王,仮面とカードを操る道化王,0.59396,0.81867,0.80865,0.828,0.22733
U4-17,U6-21,紫炎と角を持つ魔獣,翼と角を持つ獅子の魔獣,0.59386,0.75738,0.86212,0.66071,0.32706
U3-27,G4-01,苔むした小型岩ゴーレム,大聖堂の鐘を宿す巨像,0.59379,0.82972,0.87575,0.78721,0.20886
G3-05,G3-30,時計仕掛けのカニ,機械仕掛けの巨大方位磁針,0.59375,0.73498,0.7199,0.74902,0.36332
U4-04,U4-27,宝珠を抱く巨大な古代樹,歯車を内蔵した森のゴーレム,0.59348,0.87794,0.9044,0.85356,0.12936
G5-03,G5-05,月を背負う優雅な女王,冷静な蒼い嵐の皇帝,0.59322,0.81873,0.85839,0.78215,0.22529
U4-16,U6-13,金青の大型昆虫戦士,赤い目の巨大ハチ,0.59318,0.80017,0.79735,0.8028,0.25545
G5-05,G5-09,冷静な蒼い嵐の皇帝,氷宮の女帝,0.59279,0.80632,0.88371,0.73482,0.24441
U3-27,G4-25,苔むした小型岩ゴーレム,星空球を抱く巨像,0.59277,0.78141,0.82779,0.73862,0.28499
U1-28,U2-04,氷結晶をまとった白フクロウ,氷結晶を抱く白ウサギ,0.59276,0.85128,0.84738,0.85495,0.17097
U3-24,U5-13,氷をまとった青白いヒツジ,氷の毛と牙を持つイノシシ,0.59272,0.88625,0.88276,0.88953,0.11381
G4-01,G5-17,大聖堂の鐘を宿す巨像,紫光を放つ星雲大聖堂,0.5926,0.71727,0.75619,0.68131,0.38919
U1-17,G4-09,火山岩のダンゴムシ,隕石炉の巨人,0.59246,0.77033,0.76312,0.77702,0.30226
G1-07,G1-23,糸巻きの精,ほうきの精,0.5923,0.72368,0.70642,0.73971,0.37794
G5-05,G5-07,冷静な蒼い嵐の皇帝,黒紫の深淵魔王,0.59203,0.8054,0.88508,0.73183,0.2439
G4-01,G4-25,大聖堂の鐘を宿す巨像,星空球を抱く巨像,0.59195,0.80189,0.75963,0.84096,0.24942
G1-09,G5-16,懐中時計の子,世界時計の機械神,0.59191,0.70025,0.77346,0.63264,0.41515
G1-12,G2-18,長靴の生物,チーズ片の生物,0.59177,0.83455,0.81238,0.85507,0.19565
U3-14,U6-14,青い鬼火をまとった白い霊体,舌を出す白い幽霊,0.59173,0.808,0.83957,0.77886,0.23886
U5-12,G4-25,本の束でできたゴーレム,星空球を抱く巨像,0.5917,0.78294,0.7722,0.79294,0.27966
U2-03,G4-25,苔むした丸岩ゴーレム,星空球を抱く巨像,0.59163,0.77444,0.83311,0.72029,0.29335
U3-01,U3-28,泡を出す青いスライム,葉のふたを持つ緑の壺スライム,0.59158,0.67297,0.84318,0.51582,0.45878
G4-03,G4-16,日食仮面の支配者,操り人形の王,0.59143,0.79069,0.8029,0.77951,0.26632
G1-09,G3-30,懐中時計の子,機械仕掛けの巨大方位磁針,0.59135,0.72836,0.71066,0.74476,0.36782
U2-06,U3-15,水の体と巻貝を持つカタツムリ,巻貝を背負った小さなヤドカリ,0.59133,0.73022,0.82984,0.63833,0.36473
U5-12,G3-20,本の束でできたゴーレム,郵便ポストゴーレム,0.59127,0.65131,0.69368,0.61215,0.49331
G5-22,G5-27,多色の門を操る次元王,舞台ごと現れた夢劇場の王,0.59107,0.82161,0.85854,0.78761,0.21494
U4-07,U4-28,泡をまとった青赤の海竜,結晶翼を持つ青紫ドラゴン,0.59106,0.79338,0.84809,0.74283,0.26096
U2-21,U3-15,岩の体と赤いハサミを持つヤドカリ,巻貝を背負った小さなヤドカリ,0.59102,0.71419,0.75562,0.67602,0.39007
G5-13,G5-29,生きた玉座に座る暴君,赤黒の宇宙操り人形皇帝,0.59102,0.83766,0.87663,0.80169,0.18862
U4-09,G4-26,杖を持つ森の妖精女王,多数の王冠をまとう王,0.59061,0.78722,0.86588,0.7146,0.26981
U3-28,U5-30,葉のふたを持つ緑の壺スライム,王冠とローブの黄金スライム王,0.59059,0.77052,0.88341,0.66636,0.29702
U2-09,G3-19,葉を背負った小さなカメ,古いカメラのクモ,0.59052,0.73602,0.81821,0.66023,0.35314
G5-08,G5-13,紅い外套と剣の覇王,生きた玉座に座る暴君,0.59042,0.83302,0.84397,0.82296,0.19461
U4-13,G4-29,火山を背負った溶岩ガメ,火山炉の城塞巨人,0.59023,0.82082,0.87292,0.77274,0.21402
U2-23,U5-10,青白いグリフォン,炎をまとった黒い鳥,0.59022,0.72904,0.79297,0.67007,0.36373
G3-14,G4-10,レコード円盤戦士,鏡の迷宮騎士,0.59015,0.72875,0.79064,0.67166,0.36402
U3-30,U4-20,ランタンを持つ紫の魔法ネコ,仮面とランタンを持つ影の魔女,0.59009,0.74658,0.78459,0.71156,0.33476
U2-01,U6-01,葉を生やした緑のスライム,笑顔の青いスライム,0.59002,0.65338,0.82357,0.49627,0.48664
U4-12,U4-16,白翼の聖騎士,金青の大型昆虫戦士,0.59,0.80861,0.86652,0.75512,0.23333
U1-24,U3-11,光る腹を持つハチ,光球を出す青橙の蝶,0.58986,0.7683,0.80182,0.73745,0.29872
U1-25,U6-18,骨が見える青いゾンビ魚,発光器を持つ青いチョウチンアンコウ,0.58959,0.8019,0.79768,0.8059,0.24318
U1-18,U3-04,提灯を持つ白い幽霊,炎を灯したロウソク幽霊,0.58936,0.74047,0.75322,0.72869,0.34281
G5-01,G5-10,笑顔で手を差し伸べる白ひげ王,白毛の巨大獣王,0.58901,0.80747,0.8484,0.76972,0.23257
U2-25,U4-19,葉と枝角を持つ子ジカ,星をまとった白い神鹿,0.58898,0.76314,0.7937,0.73496,0.30482
U4-05,U6-03,氷をまとった青いフェニックス,青白い大ワシ,0.58873,0.76715,0.87603,0.66655,0.29762
G1-25,G3-30,砂時計の精,機械仕掛けの巨大方位磁針,0.5886,0.70298,0.64262,0.75881,0.40197
U1-21,U3-07,貝殻を背負った泡の生物,青い体と橙色の殻のカタツムリ,0.5886,0.71884,0.82129,0.62424,0.37611
U1-18,U3-14,提灯を持つ白い幽霊,青い鬼火をまとった白い霊体,0.58835,0.80428,0.81827,0.79139,0.23603
U3-15,U6-22,巻貝を背負った小さなヤドカリ,黒赤装甲の巨大カニ,0.58826,0.73333,0.77527,0.69466,0.35156
U1-25,U3-17,骨が見える青いゾンビ魚,泡を出す青い魚,0.58824,0.77985,0.83865,0.72559,0.27562
U4-28,U5-27,結晶翼を持つ青紫ドラゴン,二つ首の青赤海竜,0.58824,0.79127,0.83221,0.75347,0.25699
U4-27,G4-01,歯車を内蔵した森のゴーレム,大聖堂の鐘を宿す巨像,0.58817,0.83585,0.84664,0.82589,0.18407
U3-10,U5-26,青い鬼火をまとったガイコツ,楽器を弾く魔法使いガイコツ,0.5881,0.68305,0.74796,0.6231,0.43318
U4-09,G4-03,杖を持つ森の妖精女王,日食仮面の支配者,0.58806,0.80638,0.90895,0.71172,0.23185
U4-21,U4-28,金装甲をまとった青い海竜,結晶翼を持つ青紫ドラゴン,0.58805,0.79502,0.86029,0.73478,0.25037
U2-01,U5-30,葉を生やした緑のスライム,王冠とローブの黄金スライム王,0.58787,0.75353,0.87017,0.64591,0.31759
G4-26,G5-10,多数の王冠をまとう王,白毛の巨大獣王,0.58786,0.77259,0.85034,0.70081,0.28646
U4-27,U5-14,歯車を内蔵した森のゴーレム,一つ目の巨大樹人,0.58785,0.85456,0.84091,0.86721,0.15269
U6-09,G4-22,苔むした岩ゴーレム,遊園地を背負う巨像,0.58771,0.76473,0.75221,0.7763,0.29888
U4-09,G5-10,杖を持つ森の妖精女王,白毛の巨大獣王,0.58766,0.76259,0.8541,0.67808,0.30226
G4-14,G4-22,日時計の巨像,遊園地を背負う巨像,0.58761,0.74568,0.69383,0.7936,0.32971
U1-24,U2-07,光る腹を持つハチ,青い羽のハチ妖精,0.5876,0.73492,0.80808,0.6675,0.34722
G5-12,G5-27,仮面とカードを操る道化王,舞台ごと現れた夢劇場の王,0.58759,0.82605,0.8312,0.8214,0.19853
U3-10,U4-14,青い鬼火をまとったガイコツ,青い鬼火をまとう九尾の白狐,0.58753,0.76783,0.76247,0.77285,0.29334
G3-02,G4-14,ティーポットゴーレム,日時計の巨像,0.58752,0.77153,0.80623,0.73953,0.28728
U1-25,U4-08,骨が見える青いゾンビ魚,鎌を持つ騎乗死神,0.5874,0.74557,0.84081,0.65762,0.32932
G5-27,G5-29,舞台ごと現れた夢劇場の王,赤黒の宇宙操り人形皇帝,0.5873,0.83731,0.86015,0.8163,0.17939
U3-26,U5-05,雲の体を持つクラゲ,魔法帽子ランタンのクラゲ,0.58719,0.67386,0.74115,0.61172,0.44579
U1-13,U2-15,サボテンを背負った小型恐竜,葉と角を持つ緑の子ドラゴン,0.58708,0.84022,0.84227,0.83841,0.17408
G4-12,G4-23,黒穴を操る魔導士,月望遠鏡の魔導士,0.58697,0.79727,0.84014,0.75776,0.24385
U3-14,G3-28,青い鬼火をまとった白い霊体,鏡の霊体,0.58672,0.68196,0.84828,0.52826,0.43132
U5-16,U6-02,砂をまとった金色の竜,緑の翼竜,0.58667,0.72195,0.73906,0.7062,0.36594
U1-30,U2-13,泡をまとった青い子ドラゴン,水をまとった青いカワウソ,0.58659,0.82437,0.8379,0.81197,0.19864
U4-06,G3-17,溶岩でできた巨大ゴーレム,城入りスノードームゴーレム,0.58654,0.71936,0.83553,0.61217,0.36982
U3-01,U3-21,泡を出す青いスライム,青い結晶を背負った水の生物,0.58647,0.78738,0.73998,0.83123,0.25867
U4-12,G3-24,白翼の聖騎士,チェスのルーク騎士,0.58643,0.70512,0.74403,0.66922,0.39277
U2-01,U6-30,葉を生やした緑のスライム,王冠と口ひげの黄金スライム王,0.58634,0.75323,0.866,0.64921,0.31404
G1-14,G4-14,方位磁針の生物,日時計の巨像,0.58618,0.70349,0.79028,0.62336,0.39477
G4-30,G5-30,異次元門の守護者,六つの光輪を持つ世界封印の守護者,0.58584,0.79145,0.9118,0.6803,0.25037
U1-24,U4-16,光る腹を持つハチ,金青の大型昆虫戦士,0.58567,0.78817,0.81795,0.76073,0.25528
U3-16,U6-16,炎をまとった黒い小鳥,雷をまとった青黄の鳥,0.58518,0.63576,0.6762,0.5985,0.50265
U1-28,U6-16,氷結晶をまとった白フクロウ,雷をまとった青黄の鳥,0.58501,0.70536,0.75961,0.65527,0.38864
U4-10,U4-28,金色の大型ドラゴン,結晶翼を持つ青紫ドラゴン,0.58491,0.66265,0.86856,0.47247,0.45808
G4-19,G4-24,巨大鐘のガーゴイル,大地を揺らす太鼓巨人,0.5848,0.83581,0.83386,0.83767,0.17526
U6-06,G3-21,剣盾を持つガイコツ兵,ケーキ騎士,0.58476,0.82153,0.85381,0.79177,0.19845
G4-07,G4-26,磁器の女王,多数の王冠をまとう王,0.58466,0.73416,0.80692,0.66692,0.34074
G5-08,G5-29,紅い外套と剣の覇王,赤黒の宇宙操り人形皇帝,0.58455,0.81925,0.84412,0.79632,0.20161
U4-09,G5-07,杖を持つ森の妖精女王,黒紫の深淵魔王,0.5845,0.75853,0.91091,0.61778,0.30056
U3-18,U6-25,芽が生えた切り株,顔のある巨大樹,0.58449,0.80986,0.77277,0.84414,0.21679
U2-02,U4-14,炎の尾を持つ小さなキツネ,青い鬼火をまとう九尾の白狐,0.58444,0.75965,0.8492,0.67694,0.29859
U1-16,U4-19,葉と枝角を持つ子ジカ,星をまとった白い神鹿,0.58442,0.75579,0.75573,0.75589,0.30482
U1-28,U2-23,氷結晶をまとった白フクロウ,青白いグリフォン,0.58436,0.74262,0.83553,0.65691,0.32614
G3-10,G4-25,道路標識ゴーレム,星空球を抱く巨像,0.58433,0.75157,0.77377,0.73113,0.31146
U4-21,U4-25,金装甲をまとった青い海竜,雷をまとった青いオオカミ,0.58418,0.84755,0.90997,0.79,0.15447
U4-13,U6-11,火山を背負った溶岩ガメ,人型の炎エレメント,0.58407,0.80498,0.8086,0.8017,0.22364
U5-12,G4-01,本の束でできたゴーレム,大聖堂の鐘を宿す巨像,0.58402,0.81634,0.79722,0.83404,0.20496
U2-02,U6-12,炎の尾を持つ小さなキツネ,青いオオカミ,0.584,0.64981,0.78622,0.5238,0.47663
G4-18,G4-28,時計塔の怪物,虹結晶の大聖堂,0.58399,0.73117,0.67108,0.78669,0.34383
U2-06,U5-21,水の体と巻貝を持つカタツムリ,青金の装甲を持つ巻貝昆虫,0.5838,0.73123,0.82571,0.64402,0.34325
U4-18,G5-18,水と蓮に包まれた女王,天空と大地をまとった地平の女王,0.58377,0.77235,0.88563,0.66766,0.2761
U1-08,U4-14,青い鬼火をまとった小さなガイコツ,青い鬼火をまとう九尾の白狐,0.58368,0.77084,0.7933,0.75016,0.27832
G4-16,G5-22,操り人形の王,多色の門を操る次元王,0.58322,0.75649,0.78549,0.72977,0.30052
G5-01,G5-02,笑顔で手を差し伸べる白ひげ王,光の小精霊に囲まれた陽気な黄金王,0.58295,0.84115,0.82234,0.85857,0.16167
G4-03,G5-08,日食仮面の支配者,紅い外套と剣の覇王,0.58283,0.80886,0.87201,0.75063,0.21406
U3-01,U3-17,泡を出す青いスライム,泡を出す青い魚,0.5828,0.76759,0.71869,0.81283,0.28131
U3-10,U4-23,青い鬼火をまとったガイコツ,王冠と杖を持つリッチ王,0.58273,0.72148,0.74333,0.70132,0.35635
U3-07,U5-21,青い体と橙色の殻のカタツムリ,青金の装甲を持つ巻貝昆虫,0.58264,0.75325,0.84392,0.66958,0.30428
U1-27,U2-15,鍵を持つ緑のゴブリン,葉と角を持つ緑の子ドラゴン,0.58256,0.82743,0.8461,0.81029,0.18303
G1-14,G4-02,方位磁針の生物,時計仕掛けの宮殿巨人,0.58248,0.74521,0.83967,0.65792,0.31698
G4-07,G4-16,磁器の女王,操り人形の王,0.58217,0.68397,0.73442,0.63733,0.41607
G1-14,G4-18,方位磁針の生物,時計塔の怪物,0.58214,0.68876,0.74793,0.63403,0.40818
U1-03,U3-24,青い結晶を背負った甲虫,氷をまとった青白いヒツジ,0.58202,0.84842,0.87592,0.82307,0.14737
U5-08,G4-13,盾と槍を持つカカシ騎士,彗星剣の戦士,0.58158,0.74677,0.79683,0.70062,0.31207
G4-17,G5-13,ルーレット魔王,生きた玉座に座る暴君,0.58155,0.80134,0.791,0.81086,0.22296
U4-09,G4-17,杖を持つ森の妖精女王,ルーレット魔王,0.58145,0.75187,0.82839,0.6812,0.30339
U1-11,U1-28,氷の角を持つ白い小悪魔,氷結晶をまとった白フクロウ,0.58134,0.87568,0.8948,0.85805,0.1011
G3-07,G4-12,インクを操る魔女,黒穴を操る魔導士,0.58132,0.7894,0.7875,0.79123,0.24183
U1-28,U5-13,氷結晶をまとった白フクロウ,氷の毛と牙を持つイノシシ,0.58119,0.8808,0.89056,0.87185,0.09235
U1-21,U2-06,貝殻を背負った泡の生物,水の体と巻貝を持つカタツムリ,0.58109,0.69395,0.81569,0.58153,0.39696
G1-10,G4-06,郵便箱ミミック,黒曜石の音楽箱獣,0.58099,0.73765,0.78236,0.69636,0.3254
U2-03,G4-01,苔むした丸岩ゴーレム,大聖堂の鐘を宿す巨像,0.58052,0.80455,0.87727,0.73739,0.21499
U4-05,U4-22,氷をまとった青いフェニックス,巨大な炎のフェニックス,0.58045,0.56908,0.91713,0.24771,0.599
U4-13,G4-09,火山を背負った溶岩ガメ,隕石炉の巨人,0.58027,0.76727,0.83911,0.70091,0.27516
U2-23,U4-05,青白いグリフォン,氷をまとった青いフェニックス,0.58011,0.76528,0.87484,0.66413,0.27799
G1-26,G2-29,模様タイルの生物,虹色ビー玉の生物,0.5801,0.85754,0.92825,0.79228,0.12743
U4-01,U4-18,王冠とローブをまとったスライム王,水と蓮に包まれた女王,0.58008,0.82867,0.86388,0.79625,0.17448
G4-14,G4-18,日時計の巨像,時計塔の怪物,0.58004,0.77309,0.73526,0.80806,0.26505
G5-01,G5-18,笑顔で手を差し伸べる白ひげ王,天空と大地をまとった地平の女王,0.57987,0.82133,0.87812,0.76892,0.18592
U3-16,U4-22,炎をまとった黒い小鳥,巨大な炎のフェニックス,0.5798,0.74208,0.7115,0.77041,0.31503
U5-15,G4-24,太鼓を持つキノコ旅人,大地を揺らす太鼓巨人,0.57978,0.82585,0.85703,0.79708,0.17831
G3-14,G4-13,レコード円盤戦士,彗星剣の戦士,0.57969,0.69593,0.72082,0.67302,0.39002
U1-15,U2-23,薬瓶を運ぶ黒いカラス,青白いグリフォン,0.57953,0.7439,0.82298,0.67097,0.31136
U2-23,U3-08,青白いグリフォン,葉でできた小鳥,0.57944,0.71205,0.77929,0.65006,0.36306
U6-07,G3-06,青い重装騎士,傘槍の戦士,0.57943,0.67665,0.71754,0.63898,0.42081
G5-12,G5-29,仮面とカードを操る道化王,赤黒の宇宙操り人形皇帝,0.57921,0.82228,0.79121,0.85104,0.18261
G5-06,G5-30,巨大な鐘を持つ陽気な山の守護者,六つの光輪を持つ世界封印の守護者,0.57892,0.82395,0.89692,0.75655,0.17914
U1-28,G2-07,氷結晶をまとった白フクロウ,雪の結晶の子,0.57886,0.84524,0.83108,0.85837,0.14425
G4-07,G4-17,磁器の女王,ルーレット魔王,0.57875,0.69865,0.74355,0.65715,0.38314
G5-09,G5-10,氷宮の女帝,白毛の巨大獣王,0.57873,0.78481,0.85151,0.7232,0.24249
U1-08,U4-08,青い鬼火をまとった小さなガイコツ,鎌を持つ騎乗死神,0.57863,0.69199,0.82863,0.56576,0.39367
G4-29,G5-17,火山炉の城塞巨人,紫光を放つ星雲大聖堂,0.57828,0.73539,0.84727,0.63209,0.32193
U2-15,U4-30,葉と角を持つ緑の子ドラゴン,雲に乗る金色の天竜,0.57824,0.77379,0.87674,0.67875,0.25917
G5-05,G5-18,冷静な蒼い嵐の皇帝,天空と大地をまとった地平の女王,0.57817,0.81174,0.85275,0.77391,0.19709
G4-02,G5-16,時計仕掛けの宮殿巨人,世界時計の機械神,0.57816,0.77733,0.72412,0.82652,0.25321
U5-19,U6-13,雷をまとった巨大な蛾,赤い目の巨大ハチ,0.57797,0.7286,0.78033,0.68087,0.33222
U4-21,U4-30,金装甲をまとった青い海竜,雲に乗る金色の天竜,0.57781,0.76994,0.92382,0.6278,0.26433
U3-24,G2-07,氷をまとった青白いヒツジ,雪の結晶の子,0.57781,0.83107,0.79995,0.85985,0.1646
U1-14,U6-14,紫炎でできた一つ目の霊体,舌を出す白い幽霊,0.57779,0.80467,0.8528,0.76025,0.20761
U3-27,G4-22,苔むした小型岩ゴーレム,遊園地を背負う巨像,0.57771,0.76247,0.78375,0.74284,0.27628
U5-13,G2-07,氷の毛と牙を持つイノシシ,雪の結晶の子,0.57754,0.84003,0.81018,0.86764,0.14928
U1-21,U5-21,貝殻を背負った泡の生物,青金の装甲を持つ巻貝昆虫,0.57745,0.76594,0.81372,0.72184,0.26992
U3-18,U4-04,芽が生えた切り株,宝珠を抱く巨大な古代樹,0.57742,0.82379,0.83241,0.81588,0.17544
U4-21,U5-17,金装甲をまとった青い海竜,氷でできた青いドラゴン,0.57738,0.74767,0.798,0.70124,0.29953
U3-27,U6-19,苔むした小型岩ゴーレム,青い氷結晶ゴーレム,0.57724,0.64088,0.7704,0.52124,0.47341
U1-13,U6-02,サボテンを背負った小型恐竜,緑の翼竜,0.57692,0.77738,0.80779,0.74938,0.24984
U2-15,U4-03,葉と角を持つ緑の子ドラゴン,黒紫の大型ドラゴン,0.57669,0.61445,0.84955,0.3973,0.51509
U1-11,U2-27,氷の角を持つ白い小悪魔,氷をまとった白フクロウ,0.57666,0.87115,0.88423,0.85912,0.09618
G3-14,G3-21,レコード円盤戦士,ケーキ騎士,0.57637,0.73004,0.77239,0.69096,0.32564
U2-07,U6-13,青い羽のハチ妖精,赤い目の巨大ハチ,0.57633,0.7166,0.7712,0.66631,0.34746
U6-29,G4-03,王冠と杖を持つ黒いリッチ王,日食仮面の支配者,0.57603,0.83311,0.88152,0.78854,0.15658
G3-05,G3-26,時計仕掛けのカニ,時計仕掛けのキツネ,0.57583,0.71599,0.72277,0.70987,0.34717
U5-12,G4-22,本の束でできたゴーレム,遊園地を背負う巨像,0.57567,0.76233,0.72403,0.79774,0.27111
U5-09,G4-06,舌を出す宝箱ミミック,黒曜石の音楽箱獣,0.57558,0.74995,0.77774,0.72431,0.29108
G5-05,G5-22,冷静な蒼い嵐の皇帝,多色の門を操る次元王,0.57558,0.79919,0.80976,0.78952,0.21073
G1-16,G2-22,赤いしおりの精,松ぼっくりの精,0.57556,0.78601,0.82455,0.7505,0.2322
G4-17,G5-01,ルーレット魔王,笑顔で手を差し伸べる白ひげ王,0.57532,0.78486,0.82314,0.7495,0.23344
G1-09,G4-14,懐中時計の子,日時計の巨像,0.57515,0.68681,0.7699,0.61007,0.39297
G3-17,G4-01,城入りスノードームゴーレム,大聖堂の鐘を宿す巨像,0.57509,0.81415,0.88367,0.74998,0.18503
U4-06,G4-09,溶岩でできた巨大ゴーレム,隕石炉の巨人,0.57502,0.78487,0.80874,0.7628,0.23265
U2-11,U5-10,魔女帽子をかぶった黒いカラス,炎をまとった黒い鳥,0.575,0.68373,0.84874,0.53139,0.39759
U1-15,U5-06,薬瓶を運ぶ黒いカラス,金青の装飾を持つ白い猛禽,0.57494,0.75183,0.81539,0.69316,0.28633
U4-09,U4-18,杖を持つ森の妖精女王,水と蓮に包まれた女王,0.57482,0.72775,0.89569,0.57267,0.32531
G1-12,G1-29,長靴の生物,巻尺の生物,0.57481,0.76886,0.71082,0.82252,0.25821
U1-28,U5-06,氷結晶をまとった白フクロウ,金青の装飾を持つ白い猛禽,0.57473,0.74462,0.78133,0.71072,0.29753
G4-03,G5-12,日食仮面の支配者,仮面とカードを操る道化王,0.57469,0.79505,0.82526,0.76726,0.21516
U1-11,U5-13,氷の角を持つ白い小悪魔,氷の毛と牙を持つイノシシ,0.57464,0.82744,0.84938,0.80721,0.16218
U2-23,U4-22,青白いグリフォン,巨大な炎のフェニックス,0.57458,0.73777,0.89658,0.59118,0.30832
U4-16,G4-10,金青の大型昆虫戦士,鏡の迷宮騎士,0.5745,0.77838,0.84635,0.71567,0.24184
U3-28,U5-01,葉のふたを持つ緑の壺スライム,泡を出す青いスライム,0.57442,0.6453,0.80498,0.49787,0.45878
G4-26,G5-22,多数の王冠をまとう王,多色の門を操る次元王,0.57442,0.77564,0.80998,0.74402,0.24612
G5-13,G5-27,生きた玉座に座る暴君,舞台ごと現れた夢劇場の王,0.57436,0.82025,0.85682,0.78653,0.17317
G5-07,G5-13,黒紫の深淵魔王,生きた玉座に座る暴君,0.57408,0.79055,0.85979,0.72661,0.22089
U1-11,G2-07,氷の角を持つ白い小悪魔,雪の結晶の子,0.57402,0.82568,0.81021,0.84001,0.16342
U4-09,G4-16,杖を持つ森の妖精女王,操り人形の王,0.57401,0.72389,0.77133,0.68009,0.32946
U3-19,U3-24,巻角を持つ白い子ヒツジ,氷をまとった青白いヒツジ,0.57379,0.80099,0.93646,0.67579,0.20308
U4-02,U4-05,金青の装飾を持つ聖獣グリフォン,氷をまとった青いフェニックス,0.57376,0.78863,0.89842,0.6872,0.22318
U3-28,U6-01,葉のふたを持つ緑の壺スライム,笑顔の青いスライム,0.57365,0.6463,0.82548,0.4809,0.45513
U2-08,U6-14,紫の鬼火に包まれたドクロ,舌を出す白い幽霊,0.57361,0.83203,0.88187,0.78605,0.15198
U3-08,U6-03,葉でできた小鳥,青白い大ワシ,0.5736,0.68693,0.73126,0.64602,0.3887
U4-28,U5-13,結晶翼を持つ青紫ドラゴン,氷の毛と牙を持つイノシシ,0.57356,0.85363,0.84694,0.85985,0.11662
U1-21,U2-18,貝殻を背負った泡の生物,青結晶の殻を持つカタツムリ,0.57347,0.68943,0.86669,0.52573,0.38427
U4-09,G5-27,杖を持つ森の妖精女王,舞台ごと現れた夢劇場の王,0.57329,0.78023,0.88362,0.68478,0.23563
G1-17,G1-18,ハンドベルの生物,ハーモニカの生物,0.57318,0.67606,0.64971,0.7005,0.4053
U1-17,G4-29,火山岩のダンゴムシ,火山炉の城塞巨人,0.57295,0.78408,0.77236,0.79498,0.22848
U1-11,G5-09,氷の角を持つ白い小悪魔,氷宮の女帝,0.57293,0.84998,0.86716,0.8341,0.12092
U5-04,U6-25,トゲのある巨大サボテン獣,顔のある巨大樹,0.57286,0.80329,0.8041,0.80262,0.19689
U1-25,U2-30,骨が見える青いゾンビ魚,発光器を持つ青いチョウチンアンコウ,0.57281,0.77484,0.80489,0.7472,0.24318
U2-03,U6-19,苔むした丸岩ゴーレム,青い氷結晶ゴーレム,0.57277,0.62514,0.76946,0.49189,0.48731
U1-11,U3-24,氷の角を持つ白い小悪魔,氷をまとった青白いヒツジ,0.57273,0.83783,0.85871,0.81859,0.14019
U3-18,U5-14,芽が生えた切り株,一つ目の巨大樹人,0.57269,0.79677,0.7643,0.82682,0.20708
G4-16,G5-13,操り人形の王,生きた玉座に座る暴君,0.57263,0.7752,0.751,0.79758,0.24212
G4-03,G5-29,日食仮面の支配者,赤黒の宇宙操り人形皇帝,0.57262,0.79642,0.82297,0.77198,0.20747
U1-11,U1-18,氷の角を持つ白い小悪魔,提灯を持つ白い幽霊,0.5724,0.82087,0.86986,0.77564,0.167
U2-04,U2-27,氷結晶を抱く白ウサギ,氷をまとった白フクロウ,0.57238,0.87168,0.85688,0.8854,0.08405
U6-14,G4-04,舌を出す白い幽霊,嵐をまとう幽霊船,0.57227,0.76411,0.83095,0.70239,0.25926
G1-25,G3-05,砂時計の精,時計仕掛けのカニ,0.5722,0.72687,0.70761,0.74478,0.31983
U1-15,U6-16,薬瓶を運ぶ黒いカラス,雷をまとった青黄の鳥,0.57219,0.73065,0.81624,0.65169,0.31364
U1-20,U2-22,星をまとった黄色いスライム,星形の黄色い精,0.5721,0.85504,0.83255,0.87588,0.11045
U4-06,U5-24,溶岩でできた巨大ゴーレム,火山を背負った溶岩ガメ,0.57209,0.80067,0.75743,0.84067,0.19915
G4-26,G5-18,多数の王冠をまとう王,天空と大地をまとった地平の女王,0.57185,0.76853,0.88424,0.66161,0.25094
U4-28,U6-24,結晶翼を持つ青紫ドラゴン,水をまとった青い海竜,0.57182,0.75135,0.82066,0.68739,0.27889
U4-15,G3-20,結晶装甲の岩ゴーレム,郵便ポストゴーレム,0.57179,0.6264,0.8281,0.44013,0.48269
U4-05,U5-06,氷をまとった青いフェニックス,金青の装飾を持つ白い猛禽,0.57171,0.76544,0.85651,0.68128,0.25564
U1-11,U6-20,氷の角を持つ白い小悪魔,角を持つ白ウサギ,0.57171,0.82157,0.84582,0.79919,0.16405
U4-27,U5-22,歯車を内蔵した森のゴーレム,湿地をまとった巨大樹,0.57151,0.82857,0.79555,0.85912,0.1521
U4-30,U6-24,雲に乗る金色の天竜,水をまとった青い海竜,0.57147,0.74126,0.87602,0.61677,0.29445
U1-01,U3-21,葉を生やした青い水スライム,青い結晶を背負った水の生物,0.57147,0.78608,0.78178,0.79015,0.22132
G4-03,G5-05,日食仮面の支配者,冷静な蒼い嵐の皇帝,0.57134,0.78597,0.85557,0.72175,0.22114
